trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
2020-01-01 00:44:49,9416536213861522,legit_Store,shopping_net,36.42,Sample,User,F,1 Main St,Springfield,FL,21443,37.8898,-81.134,385578,Analyst,1981-09-28,t000000,1577839489,37.5844,-81.1999,0
2020-01-01 01:46:32,8088000790853405,legit_Store,food_dining,25.44,Sample,User,M,1 Main St,Springfield,FL,74697,46.5526,-81.7775,2935229,Analyst,2014-09-10,t000001,1577843192,46.851,-81.769,0
2020-01-01 02:23:29,1138743822553442,legit_Store,grocery_pos,88.57,Sample,User,F,1 Main St,Springfield,WA,98127,39.0026,-87.9519,2567144,Analyst,1975-04-12,t000002,1577845409,39.3414,-87.7876,0
2020-01-01 03:19:28,6814177925448492,legit_Store,shopping_net,40.23,Sample,User,F,1 Main St,Springfield,FL,18707,36.8751,-85.3082,1679953,Analyst,1986-10-01,t000003,1577848768,36.714,-84.8202,0
2020-01-01 05:46:15,3028210908533207,legit_Store,grocery_pos,46.05,Sample,User,M,1 Main St,Springfield,TX,21982,38.9689,-109.029,2323854,Analyst,1993-09-13,t000004,1577857575,38.3281,-108.9733,0
2020-01-01 06:28:48,7485271270668504,legit_Store,travel,43.07,Sample,User,F,1 Main St,Springfield,CA,88208,35.9616,-90.5394,1467584,Analyst,2018-03-08,t000005,1577860128,35.7592,-90.8122,0
2020-01-01 06:49:39,5612453486702081,legit_Store,entertainment,85.21,Sample,User,M,1 Main St,Springfield,TX,19765,45.3989,-120.137,1804341,Analyst,2010-04-13,t000006,1577861379,45.5633,-120.6825,0
2020-01-01 07:49:08,8778151487528435,legit_Store,gas_transport,19.35,Sample,User,F,1 Main St,Springfield,NY,76930,38.0564,-112.3524,2753710,Analyst,2016-02-23,t000007,1577864948,38.0364,-112.1463,0
2020-01-01 10:31:58,5257682981261171,legit_Store,shopping_net,91.62,Sample,User,M,1 Main St,Springfield,NY,81750,42.2116,-76.3183,236754,Analyst,1985-04-15,t000008,1577874718,42.2657,-76.579,0
2020-01-01 10:36:06,3263762355399028,legit_Store,grocery_pos,72.23,Sample,User,M,1 Main St,Springfield,WA,38181,38.4467,-85.7775,1055710,Analyst,1983-03-16,t000009,1577874966,38.2897,-85.5174,0
